0.044	0.244
0.029	0.342
0.073	0.195
0.044	0.293
0.015	0.195
0.059	0.293
0.059	0.244
0.059	0.195
0.073	0.049
0.088	0.391
0.117	-0.098
0.146	0.293
0.146	0.195
0.176	0.244
0.161	0.293
0.176	0.244
0.190	0.195
0.220	0.244
0.234	0.244
0.234	0.293
0.249	0.195
0.278	0.098
0.234	0.293
0.322	0.342
0.293	0.391
0.322	0.391
0.322	0.391
0.352	0.293
0.352	0.293
0.352	0.293
0.366	0.342
0.396	0.391
0.396	0.488
0.410	0.293
0.439	0.391
0.439	0.342
0.469	0.342
0.469	0.342
0.469	0.439
0.483	0.439
0.513	0.684
0.586	0.488
0.542	0.488
0.542	0.488
0.586	0.586
0.586	0.439
0.586	0.586
0.630	0.391
0.645	0.635
0.645	0.732
0.659	0.586
0.688	0.684
0.674	0.684
0.674	0.684
0.718	0.635
0.732	0.732
0.747	0.732
0.747	0.781
0.762	0.879
0.776	0.781
0.791	0.781
0.806	0.830
0.820	0.928
0.835	1.172
0.864	0.928
0.923	1.025
0.879	0.928
0.894	1.074
0.923	1.025
0.952	1.074
0.981	1.221
0.952	1.221
0.981	1.074
1.025	1.270
1.025	1.514
1.025	1.221
1.040	1.416
1.069	1.318
1.084	1.367
1.128	1.514
1.084	1.367
1.113	1.514
1.157	1.465
1.157	1.562
1.157	1.660
1.172	1.611
1.187	1.807
1.201	1.660
1.216	1.611
1.230	1.709
1.230	1.855
1.245	1.758
1.260	1.709
1.289	1.758
1.318	1.855
1.318	1.953
1.304	2.002
1.362	2.148
1.377	2.002
1.406	2.295
1.421	2.197
1.406	2.148
1.465	2.344
1.465	2.344
1.494	2.588
1.509	2.441
1.509	2.344
1.538	2.344
1.538	2.393
1.582	2.197
1.553	2.588
1.597	2.588
1.597	2.979
1.626	2.734
1.641	2.832
1.641	2.832
1.655	3.125
1.685	2.979
1.714	2.686
1.714	2.979
1.714	3.174
1.758	3.076
1.758	3.125
1.772	3.174
1.802	3.320
1.816	3.125
1.831	3.369
1.846	3.271
1.860	3.369
1.860	3.516
1.904	3.467
1.904	3.613
1.948	3.467
1.948	3.516
1.948	3.662
1.963	3.711
1.978	3.809
2.007	3.760
2.021	3.857
2.051	3.955
2.036	3.955
2.051	3.809
2.080	4.102
2.095	4.004
2.109	4.053
2.124	4.004
2.109	4.297
2.124	4.248
2.153	3.906
2.168	4.395
2.183	4.346
2.197	4.443
2.212	4.395
2.271	4.492
2.256	4.541
2.285	4.590
2.285	4.492
2.314	4.248
2.314	4.687
2.329	4.687
2.344	4.883
2.358	4.785
2.373	4.834
2.388	4.785
2.373	5.029
2.417	4.932
2.446	5.029
2.432	4.980
2.461	5.127
2.476	5.127
2.476	5.273
2.505	5.225
2.534	5.225
2.534	5.469
2.534	5.273
2.578	5.371
2.578	5.469
2.593	5.469
2.578	5.371
2.651	5.322
2.651	5.615
2.681	5.615
2.695	5.615
2.710	5.518
2.725	5.615
2.710	5.518
2.739	5.713
2.754	5.811
2.754	5.859
2.783	6.055
2.798	6.055
2.812	6.055
2.842	6.104
2.856	6.201
2.871	6.152
2.886	6.201
2.886	6.250
2.915	6.299
2.930	6.104
2.930	6.152
2.959	6.006
2.974	6.348
2.974	6.348
3.003	6.494
2.988	6.494
3.032	6.641
3.076	6.543
3.076	6.885
3.091	6.738
3.120	6.641
3.105	6.934
3.149	6.787
3.149	6.885
3.179	7.031
3.193	6.885
3.193	7.031
3.237	7.031
3.237	7.031
3.223	7.031
3.267	7.080
3.281	7.178
3.354	7.129
3.325	7.227
3.340	7.275
3.354	7.227
3.369	7.227
3.369	7.373
3.369	7.520
3.413	7.422
3.457	7.520
3.457	7.568
3.472	7.568
3.486	7.568
3.486	7.617
3.516	7.520
3.516	7.568
3.530	7.666
3.560	7.910
3.589	7.666
3.574	7.812
3.662	7.666
3.618	7.861
3.647	8.057
3.662	7.959
3.677	8.008
3.691	8.057
3.721	8.057
3.721	8.154
3.735	8.203
3.750	8.105
3.765	8.252
3.779	8.154
3.779	8.301
3.794	8.350
3.809	8.301
3.853	8.301
3.867	8.496
3.882	8.447
3.896	8.398
3.896	8.496
3.926	8.545
3.940	8.545
3.970	8.594
3.970	8.545
4.014	8.691
4.014	8.740
4.028	8.594
4.043	8.936
4.058	8.789
4.043	8.887
4.116	8.887
4.102	8.838
4.087	8.936
4.131	9.180
4.160	8.691
4.175	9.082
4.175	9.082
4.204	8.887
4.233	9.033
4.233	8.984
4.248	9.277
4.263	9.180
4.277	9.229
4.277	9.229
4.351	9.375
4.292	9.229
4.351	9.424
4.351	9.229
4.365	9.570
4.380	9.424
4.409	9.082
4.395	9.521
4.424	9.521
4.438	9.570
4.453	9.668
4.468	9.619
4.482	9.668
4.497	9.570
4.497	9.570
4.497	9.619
4.512	9.668
4.600	9.766
4.585	9.668
4.600	9.717
4.570	9.766
4.629	9.814
4.644	9.668
4.673	9.912
4.673	10.010
4.687	9.912
4.702	9.961
4.717	9.912
4.746	10.107
4.761	9.961
4.775	10.254
4.790	10.303
4.805	10.107
4.834	10.010
4.849	10.205
4.834	10.156
4.863	10.254
4.878	10.303
4.893	10.400
4.907	10.400
4.922	10.352
4.937	10.400
4.966	10.303
4.966	10.498
4.995	10.547
5.024	10.547
5.024	10.400
5.039	10.693
5.024	10.400
5.068	10.547
5.083	10.693
5.112	10.693
5.112	10.596
5.142	10.791
5.186	10.400
5.186	10.840
5.215	10.840
5.200	10.791
5.200	10.986
5.229	10.986
5.273	10.791
5.259	10.937
5.303	11.133
5.303	10.986
5.303	11.035
5.332	11.133
5.347	11.133
5.391	11.377
5.391	11.035
5.420	11.035
5.420	11.230
5.449	11.230
5.464	11.328
5.464	11.377
5.464	11.182
5.493	11.328
5.493	11.328
5.522	11.621
5.552	11.133
5.537	11.523
5.566	11.572
5.596	11.621
5.596	11.523
5.625	11.572
5.640	11.523
5.654	11.572
5.669	11.719
5.698	11.670
5.713	11.670
5.698	11.719
5.713	11.670
5.757	11.816
5.786	11.816
5.801	11.768
5.786	11.816
5.771	11.768
5.845	11.865
5.859	11.816
5.874	11.914
5.889	12.012
5.918	12.012
5.903	11.816
5.977	12.109
5.933	12.158
5.977	12.061
6.021	12.158
6.006	12.109
6.035	12.207
6.035	12.256
6.079	12.256
6.050	12.256
6.094	12.451
6.079	12.207
6.108	12.451
6.138	12.402
6.182	12.207
6.182	12.500
6.211	12.549
6.196	12.500
6.211	12.549
6.240	12.695
6.240	12.695
6.255	12.695
6.299	12.451
6.313	12.744
6.328	12.598
6.328	12.646
6.357	12.793
6.357	12.646
6.401	12.793
6.401	12.793
6.431	12.842
6.445	12.842
6.460	12.891
6.519	12.988
6.504	13.037
6.519	13.086
6.533	13.037
6.548	13.135
6.577	13.086
6.592	13.086
6.577	13.135
6.606	13.135
6.636	13.135
6.650	12.988
6.709	13.086
6.694	13.330
6.709	13.184
6.724	13.428
6.738	13.330
6.753	13.379
6.753	13.330
6.826	13.428
6.855	13.428
6.797	13.477
6.841	13.623
6.899	13.574
6.885	13.818
6.885	13.721
6.914	13.623
6.899	13.672
6.943	13.574
6.958	13.818
7.017	13.916
7.002	13.721
7.031	13.818
7.002	13.623
7.031	13.770
7.061	13.672
7.090	13.965
7.104	13.965
7.119	14.014
7.134	14.014
7.178	13.818
7.178	13.965
7.207	14.160
7.207	14.062
7.236	14.160
7.266	14.111
7.266	14.258
7.280	14.111
7.295	14.209
7.324	14.014
7.339	14.111
7.354	14.160
7.368	14.160
7.427	14.209
7.397	14.355
7.441	14.453
7.441	14.453
7.456	14.453
7.471	14.502
7.485	14.600
7.485	14.502
7.515	14.697
7.544	14.551
7.573	14.453
7.588	14.648
7.617	14.551
7.632	14.600
7.646	14.746
7.661	14.844
7.676	14.795
7.690	14.893
7.690	14.746
7.734	14.844
7.749	14.795
7.764	14.990
7.764	14.941
7.778	14.990
7.808	15.234
7.837	15.088
7.837	15.137
7.866	15.137
7.896	15.137
7.925	15.479
7.925	15.283
7.939	15.186
7.969	15.283
7.983	15.234
7.998	15.283
7.998	15.381
8.057	15.430
8.057	15.430
8.057	15.381
8.101	15.479
8.101	15.430
8.130	15.479
8.159	15.723
8.159	15.576
8.159	15.576
8.188	15.625
8.218	15.576
8.232	15.576
8.218	15.674
8.247	15.576
8.306	15.869
8.291	15.723
8.320	15.771
8.364	15.967
8.350	15.869
8.379	15.771
8.408	15.820
8.408	15.918
8.437	16.016
8.437	15.820
8.452	15.967
8.481	16.113
8.525	16.260
8.525	16.113
8.540	16.211
8.569	16.211
8.599	16.162
8.584	16.211
8.628	16.309
8.643	16.260
8.672	16.260
8.701	16.162
8.687	16.260
8.716	16.406
8.730	16.406
8.745	16.504
8.804	16.602
8.789	16.553
8.804	16.406
8.818	16.455
8.862	16.602
8.877	16.797
8.833	16.699
8.892	16.650
8.906	16.699
8.921	16.699
8.950	16.895
8.965	16.846
8.979	16.895
9.023	16.943
9.023	16.992
9.023	16.895
9.038	16.895
9.111	16.748
9.097	16.895
9.111	17.041
9.126	17.090
9.170	17.041
9.155	17.236
9.170	17.041
9.229	17.187
9.243	17.285
9.243	17.090
9.258	17.236
9.272	17.236
9.287	17.334
9.302	17.041
9.331	17.383
9.346	17.529
9.375	17.334
9.390	17.334
9.419	17.383
9.434	17.432
9.448	17.432
9.463	17.725
9.478	17.676
9.492	17.773
9.551	17.432
9.536	17.578
9.565	17.529
9.565	17.773
9.580	18.066
9.653	17.871
9.639	17.920
9.639	17.871
9.668	17.773
9.712	17.773
9.683	18.018
9.741	17.969
9.741	18.262
9.756	17.969
9.785	18.018
9.814	18.164
9.844	18.164
9.844	18.213
9.844	18.164
9.888	18.066
9.888	18.164
9.902	18.359
9.902	18.311
9.961	18.213
9.990	18.213
9.976	18.408
10.005	18.262
10.020	18.408
10.063	18.555
10.107	18.555
10.093	18.652
10.107	18.604
10.122	18.652
10.137	18.604
10.137	18.848
10.195	18.701
10.195	18.750
10.210	18.750
10.225	18.750
10.239	18.750
10.269	18.604
10.269	18.799
10.298	18.896
10.342	18.848
10.342	19.141
10.356	18.896
10.371	19.141
10.386	18.848
10.444	19.287
10.430	19.141
10.430	19.092
10.459	19.043
10.488	19.189
10.532	19.141
10.503	19.434
10.576	19.189
10.576	19.238
10.576	19.336
10.591	19.336
10.605	19.580
10.620	19.434
10.679	19.629
10.664	19.678
10.679	19.580
10.723	19.678
10.723	19.531
10.752	19.385
10.767	19.580
10.781	19.629
10.781	19.678
10.811	19.873
10.840	19.824
10.840	19.971
10.840	19.775
10.884	19.727
10.884	19.922
10.913	19.775
10.928	19.922
10.957	19.971
10.986	20.020
11.001	20.361
11.016	20.312
11.045	20.068
11.060	20.166
11.074	20.117
11.060	20.215
11.118	20.264
11.147	20.215
11.162	20.166
11.147	20.264
11.191	20.459
11.221	20.508
11.235	20.312
11.235	20.459
11.279	20.605
11.294	20.605
11.294	20.508
11.323	20.605
11.353	20.850
11.353	20.654
11.367	20.703
11.396	20.703
11.426	20.752
11.426	20.850
11.455	20.752
11.470	20.654
11.484	20.947
11.514	21.094
11.528	20.996
11.572	20.996
11.558	21.191
11.587	21.094
11.616	21.094
11.602	21.191
11.646	21.045
11.631	21.143
11.689	21.338
11.689	21.289
11.719	21.387
11.733	21.582
11.719	21.240
11.777	21.484
11.792	21.484
11.807	21.289
11.821	21.582
11.851	21.631
11.895	21.777
11.880	21.680
11.924	21.777
11.924	21.680
11.938	21.826
11.968	21.777
11.982	21.777
11.997	22.021
11.997	21.875
12.041	21.924
12.070	22.021
12.100	22.266
12.129	22.021
12.129	21.973
12.144	22.168
12.158	22.168
12.187	22.314
12.217	22.119
12.231	22.266
12.261	22.217
12.261	22.266
12.290	22.314
12.290	22.314
12.305	22.510
12.319	22.412
12.363	22.510
12.378	22.559
12.422	22.217
12.422	22.510
12.437	22.314
12.451	22.559
12.495	22.461
12.495	22.656
12.524	22.705
12.568	22.852
12.554	22.803
12.612	22.803
12.568	22.852
12.612	23.047
12.642	23.096
12.642	22.998
12.656	23.145
12.700	22.998
12.700	23.242
12.729	23.291
12.773	23.242
12.773	23.242
12.803	23.437
12.803	23.437
12.832	23.389
12.905	23.584
12.832	23.486
12.861	23.535
12.891	23.535
12.920	23.682
12.949	23.633
12.964	23.730
12.979	23.779
12.993	23.926
13.022	23.584
13.052	23.877
13.052	23.828
13.096	23.975
13.110	24.023
13.110	24.072
13.140	24.121
13.140	24.219
13.184	24.121
13.198	24.023
13.228	24.170
13.213	24.268
13.271	24.365
13.198	24.365
13.301	24.316
13.315	11.035
13.359	-0.732
13.359	-0.195
13.389	0.000
13.403	0.146
13.433	0.146
13.477	0.244
13.462	-0.098
13.477	0.098
13.491	0.098
13.550	0.049
13.535	0.244
13.564	0.146
13.594	0.098
13.608	-0.146
13.608	0.195
13.652	0.195
13.652	0.098
13.667	0.098
13.696	0.049
13.726	0.195
13.755	0.049
13.755	-0.049
13.799	0.000
13.784	0.049
13.843	0.049
13.813	0.049
13.813	0.000
13.813	0.098
13.828	0.195
13.784	0.146
13.843	0.098
13.813	0.049
13.828	0.000
13.799	0.049
13.828	0.146
13.813	0.195
13.813	0.000
13.799	-0.098
13.843	0.146
13.857	-0.049
13.799	0.098
13.828	0.098
13.828	0.244
13.784	0.146
13.828	0.146
13.828	0.098
13.799	0.049
13.813	0.244
13.799	0.195
13.843	0.098
13.813	0.000
13.813	0.098
13.828	0.098
13.843	0.000
13.828	0.049
13.828	0.049
13.828	0.195
13.828	0.049
13.828	0.000
13.828	0.000
13.813	0.049
13.828	0.098
13.799	0.049
13.828	0.146
13.813	-0.098
13.843	-0.146
13.828	0.098
13.799	0.049
13.828	0.195
13.828	0.146
13.828	0.000
13.828	-0.049
13.828	0.049
13.828	-0.049
13.828	0.293
13.828	0.000
13.843	-0.146
13.828	-0.049
13.828	-0.049
13.828	0.342
13.799	-0.049
13.799	0.146
13.799	0.244
13.828	0.000
13.828	0.244
13.828	0.000
13.843	0.049
13.799	0.146
13.828	0.098
13.813	0.000
13.828	0.049
13.828	-0.049
13.828	0.098
13.828	0.146
13.828	-0.098
13.828	0.000
13.828	0.049
13.784	0.000
13.813	0.195
13.813	-0.098
13.828	0.098
13.828	0.244
13.828	0.146
13.828	-0.049
13.828	0.049
13.828	0.195
13.828	0.049
13.828	0.098
13.828	0.000
13.828	0.195
13.828	0.000
13.828	0.146
13.813	0.244
13.799	0.146
13.828	0.293
13.828	-0.146
13.828	0.098
13.784	0.244
13.828	0.049
13.828	0.146
13.828	0.049
13.828	0.195
13.813	0.146
13.813	0.146
13.872	0.000
13.828	0.049
13.828	0.098
13.828	0.244
13.799	0.146
13.813	0.000
13.784	0.098
13.813	0.293
13.857	0.098
13.828	0.049
13.828	0.146
13.828	0.098
13.828	0.000
13.843	0.049
13.828	0.146
13.813	0.049
13.828	0.195
13.813	0.098
13.828	0.098
13.784	0.098
13.828	0.000
13.828	0.049
13.813	0.098
13.813	0.049
13.813	0.049
13.828	0.098
13.843	-0.049
13.843	0.049
13.813	0.146
13.784	0.049
13.828	0.195
